EAN,Merk,Product,Categorie,Volume,Aantal,Inkoopprijs,Minimaal,Maximaal,Winkelprijs,Winstlaag,Winsthoog,SKU,Notities
3595200551140,Lolita Lempicka,Fleur de Cor,EDP,80 ml,0,27,79.95,101.95,-33.32644628,24.15826446,LOL2912,,undefined
3595200551010,Lolita Lempicka,L,EDP,80 ml,0,69.95,88.6,-6.326446281,43.96818182,LOL2922,,undefined,undefined
3595200111498,Lolita Lempicka,L'Eau au Mas,EDT,50 ml,0,18,34.95,53.95,-24.32644628,0.802892562,LOL2913,,undefined
3595200113768,Lolita Lempicka,Lolita Lempi,EDP,100 ml,0,28.08,31.95,89.95,-34.40644628,-11.43413223,LOL2916,,undefined
3595200113409,Lolita Lempicka,Lolita Lempi,EDP,3 x 20,0,16.95,35.95,68.1,-23.27644628,2.571900826,LOL2919,,undefined
3595200113782,Lolita Lempicka,Lolita Lempi,EDP,30 ml,0,18,19.95,49.95,-24.32644628,-9.982231405,LOL2917,,undefined
3457780501024,Lolita Lempicka,Lolita Lempi,EDP,50 ml,0,12.5,30.95,69.95,-18.82644628,3.426859504,LOL2920,,undefined
3595200501183,Lolita Lempicka,Lolita Lempi,EDT,75 ml,0,26,34.95,79.95,-32.32644628,-7.197107438,LOL2918,,undefined
3595200113515,Lolita Lempicka,Lolita Lempi,EDT,80 ml,0,22,38.95,82.5,-28.32644628,-0.32107438,LOL2910,,undefined
3595200571025,Lolita Lempicka,Si Lolita,EDP,50 ml,0,16,39.95,79.95,-22.32644628,6.397933884,LOL2914,,undefined
3595200571032,Lolita Lempicka,Si Lolita,EDP,80 ml,0,21,42.95,99.95,-27.32644628,3.554958678,LOL2915,,undefined
3595200112259,Lolita Lempicka,Si Lolita Gi,EDP,50 ml ,0,19.5,39.95,89.95,-25.82644628,2.897933884,LOL2923,,undefined
3607342506640,Madonna,Truth or Dar,EDP,50 ml,0,24.95,47.95,-6.326446281,11.61280992,MAD6580,,undefined,undefined
3572961130517,Marc de la Morandi,MdM,EDT,50 ml,0,0,14.95,29.9,-6.326446281,4.422727273,MDM1201,,undefined
3572961081017,Marc de la Morandi,Sissi,EDP,100 ml,0,0,14.95,29.9,-6.326446281,4.422727273,MDM1202,,undefined
3572961261013,Marc de la Morandi,Voila Love N,EDP,100 ml,0,0,14.95,29.9,-6.326446281,4.422727273,MDM1203,,undefined
3607342161740,Marc Jacobs,Bang,EDT,50 ml,0,20,46.95,69.95,-26.32644628,7.430991736,MAR6514,,undefined
3607342199613,Marc Jacobs,Bang Giftset,EDT,50 ml ,0,56.95,79.95,-6.326446281,34.62107438,MAR6518,,undefined,undefined
31655513041,Marc Jacobs,Daisy,Bodylo,150 ml,0,9.75,24.95,32.87,-16.07644628,1.862809917,MAR6527,,undefined
3607342221208,Marc Jacobs,Daisy Eau So,EDT,125 ml,0,52.95,55.95,119.4,31.74504132,33.90206612,MAR6537,Bol.com �59,undefined
3607342221161,Marc Jacobs,Daisy Eau So,EDT,75 ml,188,28,49.95,51.95,85.51,1.588016529,3.026033058,MAR6533,125 ml �59
3607342221161,Marc Jacobs,Daisy Eau So,EDT,75 ml,3,23.5,49.95,51.95,85.51,6.088016529,7.526033058,MAR6533,125 ml �59
31655513034,Marc Jacobs,Daisy,EDT,100 ml,188,28,51.95,59.95,106.11,3.026033058,8.778099174,MAR6522,Avis Store �49.25 | 50 ml �49.95
31655513027,Marc Jacobs,Daisy,EDT,50 ml,0,29,51.95,58.95,78.27,2.026033058,7.059090909,MAR6535,100 ml �66.95
3614225476693,Marc Jacobs,Daisy Love,BL,150 ml,4,10.7,26.95,29.95,36.86,2.350826446,4.50785124,MAR6538,Nr1parfumerie �30.70
3614227372375,Marc Jacobs,Daisy Love E,EDT,100 ml,0,43,71.95,79.95,106.12,2.406198347,8.158264463,MAR6536,Dropshipping �69.28
3614221250655,Marc Jacobs,Decadence,Bodylo,150 ml,0,9.75,33.95,43.07,-16.07644628,8.333884298,MAR6528,,undefined
3614224383985,Marc Jacobs,Decadence Ea,EDT,50 ml,0,35,65.95,78.54,-41.32644628,6.09214876,MAR6531,,undefined
3614221234969,Marc Jacobs,Decadence,EDP,100 ml,0,40,71.95,79.95,122.4,5.406198347,11.15826446,MAR6530,ThinkInBeauty �74.87
3614221235041,Marc Jacobs,Decadence,EDP,30 ml,101,23.14,43.95,47.95,66.96,2.133966942,5.01,MAR6534,Bol.com �34.39 | 50 ml �48.00
3614221235164,Marc Jacobs,Decadence,EDP,50 ml,0,32,54.95,64.95,88.6,1.183057851,8.373140496,MAR6532,Bol.com �52.50
3614223243549,Marc Jacobs,Decadence,EDP,50 ml ,0,41.5,70.95,87.27,-47.82644628,3.187190083,MAR6525,,undefined
3614222841234,Marc Jacobs,Decadence On,EDP,100 ml,0,58,95.5,115.55,-64.32644628,4.338842975,MAR6516,,undefined
3614222551928,Marc Jacobs,Divine Decad,EDP,100 ml,0,40,89.5,115.55,-46.32644628,18.02479339,MAR6517,,undefined
3614222551966,Marc Jacobs,Divine Decad,EDP,50 ml,0,40,64.95,87.27,-46.32644628,0.373140496,MAR6529,,undefined
3607349347406,Marc Jacobs,Dot Giftset,EDP,50 ml ,Showe,75 ml,0,67.95,98.56,-6.326446281,42.53016529,MAR6519,
3607349389192,Marc Jacobs,Honey,Bodylo,150 ml,0,12.5,35.95,44.95,-18.82644628,7.021900826,MAR6521,,undefined
3607349389109,Marc Jacobs,Honey,EDP,30 ml,0,28,41.95,52.95,-34.32644628,-4.164049587,MAR6526,,undefined
3607349389147,Marc Jacobs,Honey,Shower,150 ml,0,12.5,33.95,42.95,-18.82644628,5.583884298,MAR6520,,undefined
3607342044586,Marc Jacobs,Lola,EDP,100 ml,0,77.95,111.5,-6.326446281,49.72024793,MAR6523,,undefined,undefined
802465502101,Marc Jacobs,Men,EDT,125 ml,0,30,86.95,123.5,-36.32644628,26.19132231,MAR6515,,undefined
3607342344983,Marc Jacobs,Oh Lola,EDP,100 ml,0,115.95,129.95,-6.326446281,77.04256198,MAR6524,,undefined,undefined
3494800014041,Marina de Bourbon,Tendre Rever,EDP,30 ml,4,10.9,24.95,54.9,-17.22644628,0.712809917,MDB1201,,undefined
3700101300258,Mauboussin,pour Femme,EDP,100 ml,0,20,38.95,92.95,-26.32644628,1.67892562,MAU3211,,undefined
3605471800417,Max Mara,Le Parfum,EDP,90 ml,0,122.95,189.9,-6.326446281,82.07561983,MAX4200,,undefined,undefined
3595471041135,Mercedes-Benz,Club Fresh,EDT,100 ml,1,21,40.95,70.69,-27.32644628,2.116942149,MER5202,Prijslimiet �40.95 | Avis Store �40.93,undefined
3595471061010,Mercedes-Benz,Man,EDT,100 ml,0,22,40.95,47.95,71.4,1.116942149,6.15,MER5201,Dropshipping �43.80
3595471061096,Mercedes-Benz,Man Private,EDP,100 ml,2,24,44.95,49.95,76.69,1.992975207,5.588016529,MER5203,Avis Store �48.98
3595471031129,Mercedes-Benz,Rose for Wom,EDT,90 ml,3,24,44.95,47.95,80.64,1.992975207,4.15,MER5204,Beauty Outlet �43.36
3595471081018,Mercedes-Benz,Select,EDT,100 ml,4,23,43.95,49.95,80.79,2.273966942,6.588016529,MER5205,Avis Store �46.30
3595471091017,Mercedes-Benz,The Move,EDT,100 ml,2,23,43.95,49.95,74.99,2.273966942,6.588016529,MER5206,
8005610291420,Mexx,City Breeze ,EDT,50 ml,0,6.25,16.95,27.33,-12.57644628,-0.389256198,MEX6522,75 ml �21,undefined
737052083407,Mexx,Fly High Wom,EDT,20 ml,0,3.95,15.95,16.95,17.47,1.191735537,1.910743802,MEX6523,40 ml �20.53
737052990873,Mexx,Life Is Now ,EDT,30 ml,0,4.9,15.95,16.95,22.12,0.241735537,0.960743802,MEX6524,50 ml �19.99
737052991009,Mexx,Life Is Now ,EDT,50 ml,0,9,18.95,30.33,-15.32644628,-1.701239669,MEX6526,75 ml �23.21,undefined
730870208557,Mexx,Look Up Now ,EDT,30 ml,0,4,14.5,15.95,22.12,0.099173554,1.141735537,MEX6527,Bemiddeling - �1.36 | Drogisterij.net �15.88 | 75 ml �20.95 
730870208700,Mexx,Look Up Now ,EDT,75 ml,0,8.95,21.95,24.95,32.33,0.505785124,2.662809917,MEX6525,Parfum.nl �18.95
737052681825,Mexx,Man,EDT,50 ml,0,8.5,24.5,25.95,24.87,2.789256198,3.831818182,MEX6521,
737052682471,Mexx,Woman,EDP,40 ml,0,9.5,22.95,24.95,30.12,0.674793388,2.112809917,MEX6528,Senisa �22.99
22548099155,Michael Kors,EDP,100 ml,0,64.95,98.98,-6.326,40.3731405,MIC4400,,undefined,undefined,undefined
22548379318,Michael Kors,Midnight Shi,EDP,30 ml,0,18.5,42.95,57.95,-24.82644628,6.054958678,MIC4405,,undefined
22548374900,Michael Kors,Midnight Shi,EDP,50 ml,0,26,49.95,69.95,-32.32644628,3.588016529,MIC4403,,undefined
818234300816,Michael Kors,Sexy Amber B,0,19.95,22.95,30.18,8.0177,10.17479339,MIC4410,,undefined,undefined,undefined
22548289655,Michael Kors,Sexy Amber,EDP,100 ml,0,76.95,106.09,-6.326446281,49.00123967,MIC4401,,undefined,undefined
22548386712,Michael Kors,Sexy Amber G,EDP,50 ml ,0,30.99,69.5,72.5,94.47,12.6546281,14.81165289,MIC4409,Los �62.50
22548386668,Michael Kors,Sexy Ruby Gi,EDP,100 ml,0,40,67.95,72.95,127.1,2.530165289,6.125206612,MIC4406,
22548392317,Michael Kors,Sheer,EDP,50 ml,0,20,69.95,74.95,81.6,23.96818182,27.56322314,MIC4408,
22548289686,Michael Kors,Sporty Citru,EDP,100 ml,0,100.95,106.09,-6.326446281,66.25743802,MIC4402,,undefined,undefined
22548366486,Michael Kors,Wonderlust B,0,13.36,32.95,39.79,-19.68,4.004876033,MIC4407,,undefined,undefined,undefined
8011003838523,Missoni,pour Homme D,0,5.8,19.5,22.5,26.27,1.894214876,4.051239669,MIS8501,,undefined,undefined
3386460085823,Mont Blanc,Emblem Absol,EDT,100 ml,0,29.17,51.95,56.95,82.42,1.856033058,5.45107438,MON8502,Parfum Offers �43.95
3386460058742,Mont Blanc,Emblem,EDT,40 ml,2,12.9,28.95,32.95,42.24,1.588842975,4.464876033,MON8504,BP Fragrance �29.99
3386460058735,Mont Blanc,Emblem,EDT,60 ml,0,16.9,33.95,39.95,58.72,1.183884298,5.497933884,MON8505,Atlas Parfums �34.90
3386460058797,Mont Blanc,Emblem Inten,EDT,60 ml,2,19,36.95,41.95,58.72,1.240909091,4.835950413,MON8506,Parfum Offers �37.37
3386460101059,Mont Blanc,Explorer,EDP,30 ml,22,14.45,31.95,34.95,44.25,2.195867769,4.352892562,MON8508,Parfum Offers �31.50 | 60 ml �41.89
3386460070423,Mont Blanc,Lady Emblem,EDP,30 ml,6,23.95,27.95,41.21,10.89380165,13.76983471,MON8507,Parfum Offers �25.95 | 50 ml �35.95,undefined
3386460081931,Mont Blanc,Lady Emblem ,EDP,75 ml,1,22,42.95,47.95,98.66,2.554958678,6.15,MON8503,Dropshipping �43.90
3386460032681,Mont Blanc,Legend,EDT,100 ml,0,26.95,47.95,51.95,74.47,1.2,4.076033058,MON8501,
3386460032681,Mont Blanc,Legend,EDT,100 ml,60,22,-28.32,-28.32644628,,undefined,undefined,undefined,undefined
3386460032704,Mont Blanc,Legend,EDT,30 ml,36,11.24,26.95,27.95,42.23,1.810826446,2.529834711,MON8509,Dvasi �27 | 100 ml �33.27
3386460105422,Mont Blanc,Legend Spiri,EDT,100 ml,2,27.29,49.95,52.95,91.37,2.298016529,4.455041322,MON8510,Buzzy Shop �77.03 | Los �45
3760260456180,Montale,Orchid Powde,EDP,100 ml,5,41.2,94.95,109.95,115,20.74338843,31.5285124,MTL5202,
8852197803535,Montale,Pure Gold,EDP,100 ml,0,41.71,129.95,139.95,199.95,45.39867769,52.58876033,MTL5201,
3700573863015,Montana,Suggestion E,EDP,100 ml,1,15,34.95,44.95,59.99,3.802892562,10.99297521,MNT1201,Theroyalperfume �45
8011003991457,Moschino,Cheap and Ch,EDT,100 ml,0,42.95,81.61,-6.326446281,24.55495868,MOS9801,,undefined,undefined
8011003991136,Moschino,Cheap and Ch,EDT,30 ml,0,7.38,25.95,41.82,-13.70644628,4.951818182,MOS9802,,undefined
8011003837991,Moschino,Fresh Gold C,EDP,30 ml,0,13.94,29.95,34.95,46.26,1.26785124,4.862892562,MOS9804,Parfum Offers �31.50
8011003991617,Moschino,Funny,EDT,100 ml,0,21.9,41.95,46.95,77.78,1.935950413,5.530991736,MOS9806,ParfumMaster �42
8011003991594,Moschino,Funny,EDT,25 ml,5,22.95,23.95,52.8,10.17479339,10.89380165,MOS9807,50 ml �27.71 | 100 ml �38.95,undefined
8011003850716,Moschino,I Love Love ,EDT,30 ml ,5,17.9,34.95,53.27,-24.22644628,0.902892562,MOS9808,Beauty by Filou �35.90 | Los �29 | Los 100 ml �32.79,undefined
8011003847822,Moschino,I Love Love ,EDT,50 ml ,6,22.9,42.95,71.3,-29.22644628,1.654958678,MOS9809,WAYS NL �55.99 | Los 100 ml �32.79,undefined
8011003060320,Moschino,Moschino,EDT,75 ml,0,32.95,68.85,-6.326446281,17.36487603,MOS9803,,undefined,undefined
8011003839292,Moschino,Toy 2,EDP,50 ml,0,21.32,46.95,49.95,67.99,6.110991736,8.268016529,MOS9805,
4004711752605,Naomi Campbell,EDT,75 ml,0,16,29.95,52.95,-22.32644628,-0.79214876,NAO1121,,undefined,undefined
4082800540104,Naomi Campbell,Paradise Pas,EDT,50 ml,0,12,24.95,49.95,-18.32644628,-0.387190083,NAO1122,,undefined
5050456014002,Naomi Campbell,Pr�t � Porte,EDT,100 ml,5,12,26.95,29.95,54.95,1.050826446,3.20785124,NAO1123,Nr1parfumerie �26
3423470883046,Narciso Rodriguez,Essence Deos,0,39.95,69.95,-6.326,22.397,NAR6626,,undefined,undefined,undefined,undefined
3423470883350,Narciso Rodriguez,Essence Eau ,EDT,75 ml,0,107.95,189.95,-6.326446281,71.29049587,NAR6630,,undefined,undefined
3423470883008,Narciso Rodriguez,Essence,EDP,100 ml,0,93.95,119.85,-6.326446281,61.22438017,NAR6628,,undefined,undefined
3423470883015,Narciso Rodriguez,Essence,EDP,50 ml,0,89.95,95.5,-6.326446281,58.34834711,NAR6629,,undefined,undefined
3423470890075,Narciso Rodriguez,for Her Body,0,28,51.95,72.2,-34.32,3.026033058,NAR6638,,undefined,undefined,undefined
3423470890129,Narciso Rodriguez,for Her,EDP,100 ml,0,40,75.5,84.95,116.95,7.958677686,14.75330579,NAR6621,
3423478611351,Narciso Rodriguez,for Her,EDP,20 ml,0,22.95,37.95,51.27,-29.27644628,-1.990082645,NAR6653,Bemiddeling - �2.13 | Prijslimiet �37.95 | 30 ml �45.95,undefined
3423478925656,Narciso Rodriguez,for Her,EDP,30 ml,0,26.9,47.95,52.95,58.77,1.25,4.845041322,NAR6655,Parfum Offers �47.95 | 50 ml �67.09
3423470890136,Narciso Rodriguez,for Her,EDP,50 ml,0,42.5,67.95,89.95,-48.82644628,0.030165289,NAR6622,,undefined
3423470890020,Narciso Rodriguez,for Her,EDT,100 ml,0,49,79.95,84.95,100.67,2.158264463,5.753305785,NAR6624,Bol.com �73
3423478921955,Narciso Rodriguez,for Her,EDT,150 ml,0,38.5,89.95,154.73,-44.82644628,19.84834711,NAR6643,,undefined
3423478925557,Narciso Rodriguez,for Her,EDT,30 ml,0,22.9,42.95,49.95,51.21,1.654958678,6.688016529,NAR6645,Bol.com �40
3423470890013,Narciso Rodriguez,for Her,EDT,50 ml,0,34,58.95,64.95,77.95,2.059090909,6.373140496,NAR6623,Drogisterij.net �61.28
3423478818750,Narciso Rodriguez,for Her Fleu,EDP,100 ml,0,49,79.95,89.95,113.39,2.158264463,9.348347107,NAR6633,Parfum Offers �81.95
3423478997356,Narciso Rodriguez,for Her Gift,EDP,100 ml,5,47.08,77.95,81.95,129.13,2.640247934,5.516280992,NAR6659,Poelman �79 | Los �79
3423478822757,Narciso Rodriguez,for Her Gift,EDP,50 ml ,0,38.5,64.95,69.95,97.72,1.873140496,5.468181818,NAR6651,Los �58.59
3423473156154,Narciso Rodriguez,for Her Gift,EDT,50 ml ,2,33,57.95,62.95,85.65,2.340082645,5.935123967,NAR6656,Los �57.98
3423470890228,Narciso Rodriguez,for Her Hair,0,15,31.95,35.57,-21.32,1.645867769,NAR6647,,undefined,undefined,undefined
3423478918658,Narciso Rodriguez,for Her L'Ea,EDT,100 ml,0,74.95,100.67,-6.326446281,47.56322314,NAR6631,,undefined,undefined
3423478822450,Narciso Rodriguez,for Her Limi,EDP,75 ml,0,46.95,76.95,77.95,104.52,2.051239669,2.770247934,NAR6642,
3423470891249,Narciso Rodriguez,for Her Musc,EDP,100 ml,0,40,197.95,249.95,-46.32644628,96.00123967,NAR6632,,undefined
3423470890051,Narciso Rodriguez,for Her SG 2,0,17.5,34.95,38.95,41.78,1.302892562,4.17892562,NAR6639,Nr1parfumerie �33.77,undefined,undefined
3423470880014,Narciso Rodriguez,for Him,EDT,100 ml,0,34.9,59.95,64.95,84.08,1.878099174,5.473140496,NAR6634,Nr1parfumerie �65.25
3423470880007,Narciso Rodriguez,Musc for Him,0,119.95,129.9,169.95,79.918,87.10867769,NAR6635,,undefined,undefined,undefined
3423478926158,Narciso Rodriguez,Narciso,EDP,30 ml,0,28,40.95,57.13,-34.32644628,-4.883057851,NAR6637,,undefined
3423478926356,Narciso Rodriguez,Narciso,EDP,90 ml,0,41,71.95,109.95,-47.32644628,4.406198347,NAR6641,,undefined
3423478837058,Narciso Rodriguez,Narciso,EDT,50 ml,0,28,66.95,73.42,-34.32644628,13.81115702,NAR6640,,undefined
3423478837157,Narciso Rodriguez,Narciso,EDT,90 ml,0,45,72.95,94.48,-51.32644628,1.125206612,NAR6625,,undefined
3423478841956,Narciso Rodriguez,Narciso Gift,EDP,50 ml ,0,34.9,61.95,66.95,102.72,3.316115702,6.911157025,NAR6650,Los �61.73
3423478611153,Narciso Rodriguez,Narciso Poud,EDP,20 ml,0,22.95,42.5,44.5,51.27,1.281404959,2.719421488,NAR6654,30 ml �50.50
3423478840355,Narciso Rodriguez,Narciso Poud,EDP,30 ml,9,25.9,46.95,49.95,57.13,1.530991736,3.688016529,NAR6636,Bol.com �45.19
3423478840652,Narciso Rodriguez,Narciso Poud,EDP,90 ml,23,49,78.95,79.95,107.79,1.439256198,2.158264463,NAR6627,Bol.com �71
3423478842359,Narciso Rodriguez,Narciso Poud,EDP,50 ml ,0,34.9,74.95,92.19,-41.22644628,12.66322314,NAR6644,,undefined
3423478464353,Narciso Rodriguez,Narciso Poud,EDP,50 ml ,3,36,61.95,66.95,97.72,2.216115702,5.811157025,NAR6652,Los �62
3423478845954,Narciso Rodriguez,Narciso Poud,EDP,50 ml ,0,37.5,65.95,71.95,97.72,3.59214876,7.906198347,NAR6658,Los �66.95
3423478844650,Narciso Rodriguez,Narciso Roug,EDP,30 ml,12,25.9,46.95,49.95,57.69,1.530991736,3.688016529,NAR6646,Bol.com �45.29
3423478844858,Narciso Rodriguez,Narciso Roug,EDP,90 ml,0,45,75.95,84.95,109.95,3.282231405,9.753305785,NAR6648,
3423478846159,Narciso Rodriguez,Narciso Roug,EDP,50 ml ,7,39.77,65.95,71.95,97.72,1.32214876,5.636198347,NAR6649,Drogisterij.net �65.90 | Los �58.59
8717774840061,Nasomatto,Black Afgano,EDP,30 ml,0,76.45,121.95,128.95,154,4.90661157,9.939669421,NAS8201,NooRoyal �130
8717774840313,Nasomatto,Blamage,EDP,30 ml,2,76.45,119.95,128.95,154,3.468595041,9.939669421,NAS8202,NooRoyal �130
8717774840054,Nasomatto,China White,EDP,30 ml,1,76.45,121.95,128.95,154,4.90661157,9.939669421,NAS8203,Dropshipping �124.43
8717774840009,Nasomatto,Duro,EDP,30 ml,0,76.45,121.95,128.95,154,4.90661157,9.939669421,NAS8204,NooRoyal �130
8717774840337,Nasomatto,Nudiflorum,EDP,30 ml,1,76.45,121.95,128.95,154,4.90661157,9.939669421,NAS8205,NooRoyal �130
8717774840290,Nasomatto,Pardon,EDP,30 ml,0,76.45,121.95,128.95,154,4.90661157,9.939669421,NAS8206,NooRoyal �130
8717774840023,Nasomatto,Silver Musk,EDP,30 ml,2,76.45,119.95,128.95,154,3.468595041,9.939669421,NAS8207,NooRoyal �123
3414204200949,Nikos,Sculpture po,EDT,100 ml,0,9.31,22.95,24.95,62,0.864793388,2.302809917,NIK4240,Bol.com �13.99
3137370343851,Nina Ricci,Bella Giftse,EDT,50 ml ,0,24.9,49.95,54.95,80.82,4.688016529,8.283057851,NIN8861,Los �59.26
3137370301820,Nina Ricci,L'Air du Pri,EDT,100 ml,0,20.52,74.95,143.95,-26.84644628,27.04322314,NIN8843,,undefined
3137370304340,Nina Ricci,L'Air du Tem,EDT,45 ml,0,15,34.95,69.95,-21.32644628,3.802892562,NIN8844,,undefined
3137370207030,Nina Ricci,L'Air du Tem,EDT,30 ml,0,10,26.95,39.95,-16.32644628,3.050826446,NIN8845,,undefined
3137370206644,Nina Ricci,L'Air du Tem,EDT,100 ml,0,36,59.95,97.26,-42.32644628,0.778099174,NIN8859,,undefined
3137370306290,Nina Ricci,L'Air du Tem,EDT,2 x 30,0,18,48.95,62.95,-24.32644628,10.86900826,NIN8846,,undefined
3137370184300,Nina Ricci,L'Eau du Tem,EDT,100 ml,0,23,84.95,159.95,-29.32644628,31.75330579,NIN8847,,undefined
3137370346890,Nina Ricci,Luna Giftset,EDT,50 ml ,2,23.9,43.95,45.95,84.55,1.373966942,2.811983471,NIN8862,Los �35.50
3137370205029,Nina Ricci,Nina,EDT,30 ml,0,16,36.95,45.95,-22.32644628,4.240909091,NIN8848,,undefined
3137370180760,Nina Ricci,Nina,EDT,80 ml,0,30,46.95,79.95,-36.32644628,-2.569008264,NIN8849,,undefined
3137370343936,Nina Ricci,Nina Giftset,EDT,50 ml ,3,23.9,44.95,46.95,84.55,2.092975207,3.530991736,NIN8863,WAYS NL �57.99 | Los �41.95 | Los 80 ml �46.79
3137370316497,Nina Ricci,Nina Giftset,EDT,80 ml ,0,34.5,57.5,98.5,-40.82644628,0.516528926,NIN8856,,undefined
3137370304388,Nina Ricci,Nina L'Elixi,EDP,30 ml,0,16,34.95,52.95,-22.32644628,2.802892562,NIN8850,,undefined
3137370304395,Nina Ricci,Nina L'Elixi,EDP,50 ml,0,22,46.95,69.95,-28.32644628,5.430991736,NIN8851,,undefined
3137370304401,Nina Ricci,Nina L'Elixi,EDP,80 ml,0,29.5,49.95,88.9,-35.82644628,0.088016529,NIN8860,,undefined
3137370350446,Nina Ricci,Nina Rouge,EDT,30 ml,2,15.9,33.95,34.95,51.15,2.183884298,2.902892562,NIN8864,Superwinkel �33.73
3137370183914,Nina Ricci,Premier Jour,EDP,100 ml,0,23.76,47.95,99.95,-30.08644628,4.39,NIN8852,,undefined
3137370208297,Nina Ricci,Ricci,EDP,30 ml,0,16,34.95,52.95,-22.32644628,2.802892562,NIN8854,,undefined
3137370208303,Nina Ricci,Ricci,EDP,50 ml,0,22,45.95,79.95,-28.32644628,4.711983471,NIN8855,,undefined
3137370208310,Nina Ricci,Ricci,EDP,80 ml,0,32.5,63.95,98.5,-38.82644628,7.154132231,NIN8858,,undefined
3137370315049,Nini Ricci,Nina L'eau,EDT,30 ml,0,18,34.95,49.95,-24.32644628,0.802892562,NIN8857,,undefined
3264680006142,Nuxe Prodigieux,Le Parfum,EDP,100 ml,0,25,49.95,54.95,79.9,4.588016529,8.183057851,NUX7801,
3264680008320,Nuxe Prodigieux,Le Parfum,EDP,30 ml,0,12,29.95,34.95,45.9,3.20785124,6.802892562,NUX7803,
3264680005305,Nuxe Prodigieux,Le Parfum,EDP,50 ml,0,15,39.95,44.95,59.9,7.397933884,10.99297521,NUX7802,
883915905734,Oscar de la Renta,Live in Love,0,12,24.95,26.95,35.5,-0.387190083,1.050826446,OSC5511,,undefined,undefined
883915906007,Oscar de la Renta,Live in Love,EDP,100 ml,0,13,34.95,84.95,-19.32644628,5.802892562,OSC5519,,undefined
883915905710,Oscar de la Renta,Live in Love,EDP,30 ml,7,14,21.95,26.95,52.95,-4.544214876,-0.949173554,OSC5514,Verloop �22.95 | 100 ml �49.95
883915905680,Oscar de la Renta,Live in Love,EDP,50 ml,0,22,34.95,39.95,69.95,-3.197107438,0.397933884,OSC5515,
3252550812573,Oscar de la Renta,Oscar,EDT,100 ml,0,24,40.95,83.95,-30.32644628,-0.883057851,OSC5516,,undefined
3252550832540,Oscar de la Renta,Volupte,EDT,100 ml,0,42.95,79.95,-6.326446281,24.55495868,OSC5520,,undefined,undefined
3349668514564,Paco Rabanne,1 Million Ab,0,79.95,99.95,-6.326,51.158,PAC4367,,undefined,undefined,undefined,undefined
3349666007983,Paco Rabanne,1 Million,ASL,100 ml,0,30.95,52.95,60.02,-37.27644628,0.795041322,PAC4404,Prijslimiet �52.95 | Dropshipping �49.28 ,undefined
3349668530052,Paco Rabanne,1 Million Co,EDT,75 ml,0,15,52.95,69.95,-21.32644628,16.74504132,PAC4381,,undefined
3349668530502,Paco Rabanne,1 Million De,0,15.27,29.5,29.95,41.25,-0.385702479,-0.06214876,PAC4391,Prijslimiet �29.95,undefined,undefined
3349666007990,Paco Rabanne,1 Million De,0,13.74,25.5,25.95,38.57,-1.731735537,-1.408181818,PAC4392,Prijslimiet �25.95,undefined,undefined
3349668525232,Paco Rabanne,1 Million Do,EDT,100 ml,0,39.95,57.95,89.95,-46.27644628,-4.609917355,PAC4351,,undefined
3349666007921,Paco Rabanne,1 Million,EDT,100 ml,0,56.95,60.95,79.95,34.62107438,37.49710744,PAC4338,Bol.com �63,undefined
3349668509669,Paco Rabanne,1 Million,EDT,200 ml,0,56.86,89.95,94.95,129.25,1.488347107,5.08338843,PAC4368,Bol.com �75.09 | XLSupply �89.86
3349666007891,Paco Rabanne,1 Million,EDT,50 ml,0,30,52.95,59.95,-36.32644628,1.745041322,PAC4339,,undefined
3349668562251,Paco Rabanne,1 Million Gi,EDT,100 ml,0,41.9,74.95,77.95,124,5.66322314,7.820247934,PAC4397,Beauty81 �84.26 | Los �62
3349668535255,Paco Rabanne,1 Million Gi,EDT,100 ml,0,48.95,76.95,124.85,-55.27644628,0.051239669,PAC4357,,undefined
3349668535156,Paco Rabanne,1 Million Gi,EDT,100 ml,0,40,73.95,111.95,-46.32644628,6.844214876,PAC4354,,undefined
3349668520749,Paco Rabanne,1 Million In,EDT,100 ml,0,37,69.95,84.95,-43.32644628,6.968181818,PAC4340,,undefined
3349668520732,Paco Rabanne,1 Million In,EDT,50 ml,0,29,54.95,66.95,-35.32644628,4.183057851,PAC4341,,undefined
3349668562671,Paco Rabanne,1 Million Lu,EDT,100 ml,0,42,74.95,77.95,93.78,5.56322314,7.720247934,PAC4395,Parfum Offers �79.95
3349668562701,Paco Rabanne,1 Million Lu,EDT,50 ml,0,36,61.95,62.95,69.71,2.216115702,2.935123967,PAC4388,
3349668568345,Paco Rabanne,1 Million Lu,EDT,100 ml,0,39.9,72.95,76.95,94.72,6.225206612,9.101239669,PAC4405,Los �76.99
3349668535484,Paco Rabanne,1 Million Pr,EDP,50 ml,18,38,95.54,-44.32644628,-44.32644628,PAC4371,Bol.com �56.95,undefined,undefined
3349668565917,Paco Rabanne,1 Million Pr,EDP,100 ml,0,42.9,74.95,79.95,111.99,4.66322314,8.258264463,PAC4400,Los �80.41
3349668566235,Paco Rabanne,1 Million SG,0,5,21.95,23.95,30.52,4.455785124,5.893801653,PAC4396,,undefined,undefined
3349666007976,Paco Rabanne,1 Million SG,0,14.95,32.95,33.95,40.52,2.414876033,3.133884298,PAC4406,,undefined,undefined
